file_id,filename,filepath,transcript
GapPidut5nk,GapPidut5nk.wav,data/GapPidut5nk.wav,"the movie that Chris and I made first, which is called Cloudy with a Chance of Meatballs. It's based on my favorite kid's book, and it's got all these amazing set pieces in it because it's about a town where it rains food. And the only thing the book doesn't have are characters and a story. Which makes it a great Hollywood movie. So Chris and I got the chance to write the screenplay for this movie, and we spent a year working on it, and it was super duper funny, and it totally got us fired. And they spent a year on it, and they basically took out all of our funny jokes and interesting stuff, and revealed the gaping story flaws in our original screenplay, which was an incredible service to the movie, but not very helpful for them because they got fired as well. And then this is a weird twist. We got hired back to replace them, which never happens. Being a director isn't just about mercilessly imposing your creative will on others. It's in large part about enabling the creativity of others, about creating the conditions for innovation. And when we threw out that script, what we did is we invited all these ideas in, and believe me, it was so chaotic. But it wound up working in our favor because suddenly all of this pent-up creativity was able to flourish, and we drafted off of the more experienced members of our team, and we were able to make the movie a lot better by basically pitching them the movie, getting their feedback or hate mail, and then going back to our office and figuring out some new stuff and pitching it back to them, and so on and so on and so on, and we made the movie better and better and better."
m8VTL7jXleg,m8VTL7jXleg.wav,data/m8VTL7jXleg.wav,"One key benefit of parkour is that it builds functional fitness, movements that enhance daily life and also help protect us from injury. This means training our bodies in a way that improves our ability to perform everyday activities, whether it's bending over to tie your shoe, squatting down to pick something up, simply getting up off the floor or climbing up to reach a high shelf. To show how some of these simple movements progress in parkour, let's add some obstacles. An extension of the squat is a jump or drop to landing. Good landings are key for anyone who does sports, plays with their kids, hops out of a truck bed or drops off a rock while hiking. If you need to take a bigger drop, fall off your bike or trip over a curb, the roll is a key skill to know. Rolls allow you to absorb impact over more time and distance, which may lead to less fall damage and better flow. While everyone encounters hip-high barriers, most people walk around them. But what if you knew you could easily vault over? Vaults save time, build confidence, and they look pretty cool. And lastly, the move that started my parkour journey, the climb-up. Climbuks are used to get up something head-high or taller. Maybe you need to scale a building to help someone or get over a gate, wall or fence to escape danger. Or more likely, you forgot your keys and have to climb up to an open window or balcony. Well, it's unlikely, that we'll ever need to use these skills. Parkour teaches you to embrace challenge. The obstacle becomes the way."
6DV_6-4gWd8,6DV_6-4gWd8.wav,data/6DV_6-4gWd8.wav,"Babies are really willing to do dangerous things. So these are videos captured in the lab. And the finding from this work is that one-year-old babies are perfectly willing to walk off the edge of these steep drop-offs without even thinking twice. And in fact, they need months of experience learning to walk before they start to show any signs of fear in these situations. If you test babies at the same age, you see a completely different pattern of results. Here is an example of one of our stimuli. And babies are gonna see someone else, this red guy in the middle, face a choice, to jump left or jump right. Now, intuitively, you can recognize that one of these choices is more dangerous than the other. Falling in the ditch on the left would be a lot worse. So all else being equal, maybe this red guy is gonna go right. And the question for babies was, can they make that distinction? And do they have that same expectation? They look longer when someone chooses a dangerous thing over a safe thing. But in contrast, the very same babies responded completely differently when they saw these very different and very, very similar control videos, except this time there are no characters in the scene, so there's no danger at all. And this suggests is that they're not responding to the obstacles themselves, and they're actually really responding to the danger that's imposed by the obstacles. So to me, these findings and many other findings from our field tell us that babies have abstract knowledge about the social and the physical world. They can perceive and reason about events that they've never seen before, like these stimuli. So the next time you look into the eyes of a baby, know that there's way more going on in their minds and brains than you might think. Thank you."
DHO1o5F-pLw,DHO1o5F-pLw.wav,data/DHO1o5F-pLw.wav,"I wanted to talk to my grandfather because he, like me, was an artist. I wondered, could I get to know him? Could I even come to love him, even though our lifespans didn't overlap? My father has worked for decades on natural language processing, and several years ago, he realized that if we married AI with my grandfather's writing, we could build a chatbot that writes in my grandfather's voice. This project helped me realize that AI could actually help us ward off annihilation by animating the legacies of our families and our cultures. After much anticipation, I sat down to chat with this new intelligence, an algorithm commanding over 600 typed pages of letters, lectures, notes, essays, and other written documents from the grandfather I never met. When I asked about Fred's dreams, he told me about the challenge, the challenge of keeping his new orchestra afloat. When I asked about Fred's anxieties, I learned about the stress of being a new father while working so hard. I had wondered if this project would feel like a resurrection. But rather than bringing my grandfather from the past into the present, it felt like I was the one time-traveling, visiting him for a moment at different points in his life. And this kind of time travel didn't feel like a time-traveling of a new life. It felt like sci-fi. It felt like the kind of imaginative travel I do when I'm cartooning. I do believe that we are more than our bodies, that the projects and impressions we leave behind are a part of our essential selves. And I think AI has a special role to play in the mission of memory. I did not come to see the chatbot of my grandfather as replacing my grandfather. I came to see it as one way to interact with his legacy. As a child, I was a child of a child. As somebody who has spent their whole life trying to document people, I can assure you that people are much bigger and weirder than any one depiction or any one moment in time can possibly evoke."
tImrz6QFEnc,tImrz6QFEnc.wav,data/tImrz6QFEnc.wav,"Most people need to eat. Most people want to have sex. Most people would prefer to be warm than cold, dry than wet, and so on. So there are some very, very basic things that apply to human beings, queer human beings. And out of these facts, we can read off a good deal about how we should treat one another. In other words, our oughts, what we ought to do, comes from these basic fundamental descriptions of how things are with human beings. Think, for example, about the UN Declaration of Human Rights. What possible justification can you give for saying that people have a right to life, have a right to freedom of expression, they have a right to privacy, that they have a right to be treated humanely? What is the justification for this? Well, in the case of the UN Declaration of Human Rights, they had the immediate memory of the most appalling atrocities and disasters and suffering of human beings during the course of the Second World War. The rubble of bombed cities and the emaciated figures of thousands of people in concentration camps to tell them what the rights of human beings should be. I mean, it is an absolutely open and shut case as to how we should respond to facts about human welfare and human suffering. And out of those facts, we should easily be able to derive of what our moral responsibilities are to one another and how we should live."
ZxCY6RF_ZB0,ZxCY6RF_ZB0.wav,data/ZxCY6RF_ZB0.wav,"Describe your first pinch me moment. Ten years ago, I worked for Saturday Night Live. My very first Saturday there, I went down from the writers room and I watched the ending credits on the floor at Studio 8H. When you're down there, you see the cast on stage clapping, the band is playing. And what you may or may not know is to the left and right of the screen, there are monitors and we get to see what you guys see at home. And I saw the credits going and you see the word writers and then you see all of the writers' names cycling under the word writers. And I saw my name and it was mind blowing. You know, I was definitely like starstruck in that moment that my name was there and I was there as well. But it was like an aha moment because I had never called myself a writer. And I don't know when it happened, but somewhere along the way, I told myself that I can't call myself a writer until someone else calls me a writer. And I had given away that power. And it was from that moment on I realized I know I had ambitions to direct and to act on the screen and to be on Broadway and all these things. I wasn't going to wait to have someone else give me that identity. Because just because your paycheck doesn't match your ambition doesn't mean you aren't those things."
NlLmAbt7Q9k,NlLmAbt7Q9k.wav,data/NlLmAbt7Q9k.wav,"When I first began using gunpowder to create art, I would lay out a canvas in the living room and set off small explosions on it. Seeing the canvas on fire one day, my grandmother threw a linear rack over the flame. It was my grandma who taught me that while it's important to light fires, it's more important to know how to put them out. My creations forever oscillate between destruction and construction, control and freedom, dictatorship and democracy. In the early 90s, I conceived a work titled Sky Letter, a letter made of fireworks that would connect heaven and earth. In my hometown, it's said that 500 meters is the height of the clouds. So the letter symbolized a useful dream of reaching for the stars and touching the clouds. I've created so much art around the world, but my grandma has never seen any of them in person. So I was determined to do something awesome for her to see. One morning in 2015, at the crack of dawn, a golden letter rose into the sky. It was a birthday present from my grandmother, who turned 100 that year. She passed away. One month later."
Gt6ZYdhRW5k,Gt6ZYdhRW5k.wav,data/Gt6ZYdhRW5k.wav,"We are a culture that is obsessed with optimization and productivity. We've got podcasts coming out of our asses about how to do breath work and be the best versions of ourselves. We're looking at meditation practices, sleep practices, exercise practices. How can we optimize and be the best versions of ourselves? And no one's talking about creativity. No one's talking about making stuff. It is the missing pillar of self-development. We need less consumption, more creation. We're living in a culture that sidelines the creative act, that says it's something for children or something for the retired. It's an indulgence. It's a little bit selfish. It's frivolous. It's decoration. The creative act, art, is anything we do where we create something with the intention to connect. It reclaims your most valuable resource, which has been robbed of us. And that's our attention. In a society that profits from you being stuck on your phone, giving your attention to art is a rebellious act. That means when you write that little piece of poetry, it isn't just a nice thing to do with your time. It is a revolutionary thing to do with your time. When I talk about how we need your art, I am talking to you. This conversation is about you. Even if you don't have a creative bone in your body, you have so much to make. There's so many things that you have to give this work. So, I'm going to give you a little bit of a piece of poetry. I'm going to give you a little bit of a piece of poetry. I'm going to give you a little bit of a piece of poetry. I want you to take some of those 10 years back from Zuckerberg and give it to a project you want to work on."
u8ADrC5FOCA,u8ADrC5FOCA.wav,data/u8ADrC5FOCA.wav,"The concept of emergence, how does our experience of the world emerge from those simpler laws? Water would be a good analogy, a liquid. So you say, well, I know what water is, it's a thing, and if I pour it on my head I get wet. But the underlying description of water is just a load of molecules, hydrogen and oxygen. And we know how they're bonded together into the molecule. So out of that structure and that behavior emerges something that we have a word for, which is wetness, liquid. But you see that it's rather complicated if you try to say exactly what do we mean by wet. And I think for me it's the same with quantum mechanics. So if you go to a good modern textbook, you'll see calculations that show you about this thing decoherence, where systems can become entangled with larger macroscopes. And you can see it in the mathematics, but it's when you start to try to build an intuitive picture of it that you have to be careful."
_8BKbEbwCLE,_8BKbEbwCLE.wav,data/_8BKbEbwCLE.wav,"The reason why AI is hard to regulate is because we cannot understand the system. Even the people who design the systems, we don't understand those systems. They are black boxes. With Liquid, because we are fundamentally using mathematics that are understandable, we have tools to really understand and pinpoint which part of the system is responsible for what. You're designing white box systems. So if you have systems that you can understand their behavior, that means even if you scale them into something very, very intelligent, you can always have a lot of control over that system because you understand it. You can never let it go rogue. So all of the crises we are dealing with right now, you know, doomsday kind of scenarios, is all about scaling a technology that we don't understand. With Liquid, our purpose is to really calm people down and show people that you can have very powerful systems, that you have a lot of control and visibility into their working mechanisms. If you have an AI system that helps us understand mathematics, you can solve the economy of the world. If you have an AI system that can understand humanitarian sciences, we can actually solve all of our conflicts. I want this system to, given Einstein's and Maxwell's equations, take it and solve new physics, you know. The gift of having something very superintelligent is massive and it can enable a lot of things for us. But at the same time, we need to have control over that technology because this is the first time that we're going to have a technology that is going to be better than all of humanity combined."
9yHOzEXbjgg,9yHOzEXbjgg.wav,data/9yHOzEXbjgg.wav,"When adults would come to me for therapy and say things like, oh, I know I talked about asking my boss for a promotion, but I just didn't do it. Or, I know we're working on my anger, but I yelled this week. I would never say to those people, give me your phone. No dessert for a week. I want you to leave my office and come back when you don't yell. I want you to leave my office and come back when you ask for that promotion. I mean, can you imagine the therapist? I would hope any client would say, well, I'm never coming back to see you again. Why would adding shame and blame help me improve my behavior? Like, literally, what's your theory for why that would even work? And I just started thinking, there is no way that what adults need to change could be at complete odds with what children need to grow. And then I realized, wait, I actually think we're, like, causing all of these problems in childhood and trying to fix them. And adulthood is just a remarkably inefficient system, which is not a way of saying I think we can be perfect parents. We cannot, and we're all going to struggle with things, and I hope my kids go to therapy to talk about things in their life. But we don't have to approach our kids with punishment and harshness. And if we do, why would we expect them to actually thrive in adulthood? We're actually trying to unwire all of that self-criticism and self-blame that we have as adults, from our childhood, so we can finally have a little bit more groundedness and perspective to actually make the productive changes we want in our life."
7i-cY6wgD9g,7i-cY6wgD9g.wav,data/7i-cY6wgD9g.wav,"The 24-hour news cycle that we have pinging relentlessly into our phones was really born in and because of war. The first dedicated 24-hours-a-day news network, the first global one, CNN, really cemented its name in 1990 with its on-the-ground coverage of the first Gulf War. Now, I think if I was to ask all of you today to imagine what war reporting looks like, you'd probably conjure up an image of someone in a helmet, a flak jacket, maybe dodging out of the way of an incoming projectile, an image that often becomes the story and even the headline. But I worry if it drowns out, if it dominates other sides of conflicts, like the devastating impact on civilians whose lives are upended, who lose their loved ones, who have to live with life-shattering injuries, then maybe it tips into the fetishization of violence. Of course, there are always human interest news pieces, but in journalism, they're always called the softer stories, which puzzled me because sometimes they're the most gut-wrenching part of any conflict."
dfbEVbHCCrE,dfbEVbHCCrE.wav,data/dfbEVbHCCrE.wav,"Here's the ring of power from Lord of the Rings. What's in everyone's mind as we see technology CEOs get more powerful, get richer, is can they handle it? Or does it become irresistible? Does the power and the wealth make it impossible to sometimes do the right thing and you just have to cling tightly to that ring? What do you think? I mean, do you feel that ring sometimes? How do you think I'm doing relative to other CEOs that have gotten a lot of power and changed how they act or done a bunch of stuff in the world? Like, how do you think? You are not a rude, angry person who comes out and says aggressive things to other people. Sometimes I do that. That's my single vice. So few people in the world have the kind of capability and potential you have. We don't know what it feels like. What does it feel like? Shockingly the same as before. I think... You can get used to anything step by step. I think if I were like transported from 10 years ago to right now all at once, it would feel very disorienting. But anything does become sort of the new normal. So it doesn't feel any different. And it's strange to be sitting here talking about this, but like, you know, the monotony of day-to-day life, which I mean in the best possible way, feels exactly the same."
RxSXiXePMFM,RxSXiXePMFM.wav,data/RxSXiXePMFM.wav,"There is a right way to say no and a wrong way to say no. And it boils down to this. The wrong way to say no is a no that comes with justifications. It could sound like this. No, because what you know, I have that thing to do and it just, this is how I feel. And you know, I'm really been working on my X, Y, and Z and you feel like you have to convince them. You feel like you have to make them feel comfortable with the fact that you're saying no because you have this fear that you're going to disappoint them. You are feeling their feelings for them. When you do that, the good way of saying no is one that has no justifications or explanations tied to it. You've heard this idea of no is a complete sentence. No, when I just give you a waterfall of information, there's not much you can do with it. I'm giving you too much. Instead of being a waterfall, be a well. If people want more information, they can draw it from you. When you are always giving so much information, you are giving so much more. It gives them more to sift through. And in exchange, people will always believe the negative. They look for the negative. They don't look for the positive."
96h3omRdn-8,96h3omRdn-8.wav,data/96h3omRdn-8.wav,"How many times have you heard someone say, I hate surprises? I think when people say that, what they're actually saying is, please don't surprise me with something unexpected that I don't actually want. I'm here to tell you that surprises when done well are one of the easiest ways to bring joy into our everyday lives. I would love to tell you actually about my grandpa's funeral a couple years ago. You can imagine walking into that funeral home, kind of a bleak scene. It's like blank walls, kind of a drab carpet, just a bunch of chairs. You see a stack of what you assume to be prayer cards or like an obituary. It's actually not an obituary, but instead it's a list of 100 grandpa's life advice. 100 things that grandpa said that my uncle had compiled over decades of things that grandpa used to say. And all of a sudden, it was like his voice was there in the room, like you could hear it. You could hear him."
J1WIKUd13D0,J1WIKUd13D0.wav,data/J1WIKUd13D0.wav,"I think you should disappoint your parents. There was no precedent to being gay and Iranian, so claiming it for myself felt ridiculous, like I was coming out as a leprechaun. But the moment that I brought the worst shame imaginable onto my family, something incredible happened. Do you know what is scary after destroying the hopes and dreams of the people that you love the most? Literally nothing. In the wake of losing my family, I lost my fear. So as we stopped talking, I started writing. I'd wanted to be a filmmaker since I was nine years old. And for the first time in my life, my work started speaking to other people. I let go of my idea of good and trying to fit into other people's notion of good, and I ended up finding my own. Eventually, my parents realized that being gay wasn't a death sentence, and we found each other. But on new terms. They are the heart of my life. They are part of me. They built me. But they don't get to determine the rules of my life. Nobody does. I challenge you to disappoint your parents and to take the rules that they pass down from their own parents and ask if those are rules that you would choose for yourself. I challenge you to be a little more honest and a little less obedient, not just with your parents, but with the world."
hlmyoHCGZy0,hlmyoHCGZy0.wav,data/hlmyoHCGZy0.wav,"When people ask me why therapy is worth doing, they'll often say, well, is it just that it'll make me happy? And I usually say, no, it's not that it'll make you happy. It's that it will drastically increase the depth and authenticity of your happiness. And it will honor the cathartic beauty of your sadness. And it will make the profoundly necessary space for every feeling that lives in between. Happiness is not a sustainable end goal. Happiness is only one of many healthy, useful, important emotions. And in therapy, you have the permission and support to feel the full range of human emotion instead of just one small slice. It might be difficult to understand how transformative that is until you see the magic it can spark in your life. I know I didn't get it until I tried it myself. But with all that said, this kind of deep, meaningful experience is better felt than explained. So go feel it."
WwvCqrssPnk,WwvCqrssPnk.wav,data/WwvCqrssPnk.wav,"Let's write an email together, starting with the greeting. Hi, and a first name is probably fine. It's 2019, we're all friends here. Save dear and using someone's title for more formal situations, such as an official briefing or an invitation. The body of our email. Assume that everyone you're communicating with is smarter than you and cares more than you and is busier than you. No jargon, no small talk. You do not have to ask after your recipient's health every time you email them. There is a correct way to sign off an email. It is best wishes. Best and all the best are also acceptable. My email etiquette philosophy is guided by one fundamental principle. Reducing the burden of email as much as possible."
n4V7HIxOPVE,n4V7HIxOPVE.wav,data/n4V7HIxOPVE.wav,"It's a logical fallacy to say that just because pleasure doesn't equal happiness, that suffering therefore must. And it's a risk that we fetishize suffering, that we enjoy this kind of masochistic misery and we see that as essential to flourishing. But of course that's not true. And the second pillar, the second light which emerges across all these traditions is moderation, that we have to find a middle way. And moderation is essential to a lot of philosophies. It's found in the Buddhist's middle way and it's in Aristotle's golden mean. So Aristotle, for example, argued that if we want to be virtuous in life, if we want to find the virtue, it lies between two vices. There's a vice of excess and the vice of deficiency. So let's say the virtue of courage, it's found between the vice of excess, which is recklessness, and the vice of deficiency, which would be cowardice. So the middle way is how we're to be virtuous. And as we see later on in his Nicomachean Ethics, to be virtuous is also to be happy. And so we need some kind of moderation. So happiness is not pleasure and happiness is not suffering. And so we need some kind of moderation. So happiness is not pleasure and suffering. And that idea of moderation pops up again and again and again."
RUdpj0CCD3Y,RUdpj0CCD3Y.wav,data/RUdpj0CCD3Y.wav,"My goal was always a seat at the table. It's what women are conditioned to believe success is. Now, I've been fortunate enough to sit at a few seats at a few different tables, and what I've learned is, when you get the seat, trying to fix the seat won't fix the problem. Why? Because the table was never built for us in the first place. Women are assigned 10% more work and spend more time on unrewarded, unrecognized and non-promotable tasks. Basically, what this means is, all the things men don't want to do are being handed to women. A woman shouldn't be grateful to sit at a table. She should be paid to sit at a table. Especially ones she largely helped build. You can help create this future, a future where everyone is seated at the table equally, because girls are encouraged, empowered and expected to do great things. And I can't wait. To make that a reality."
YnailukMUGw,YnailukMUGw.wav,data/YnailukMUGw.wav,"A group of pelicans came in from one side and noticed something intriguing in the water. Then another group came in from the other side and circled around to check it out. I'm using a process here called photo stacking, where you take multiple pictures from a fixed point over time and layer them into one composite photograph. Photo stacking is a way to show the trails of things like stars, fireflies, athletes, airplanes, pretty much anything that moves. It's a way to make the shape of those movements visible. So this isn't one moment frozen in time like a traditional photograph, but something more like a story told in two dimensions with layers of the fourth dimension. Most of these have between 500 and 2,000 layers. And sometimes they seem to sort of sketch out other things that are usually invisible to us, like the thermal updrafts that hawks and vultures ride on, finding even the smallest, the most valuable parts of the world. But there's also patches of turbulence in the air to carry them. We humans have invented whole digital worlds, but sometimes we still need to be reminded that there's more in this heaven and earth than is dreamt of in our philosophy, and that there are endless ways to look at familiar sights, like a bird in flight with fresh eyes, to expand our shared experience in a way that connects us with the rest of the living world, to feel both kinship with our fellow creatures, and respect, and kindness for their otherness."
qIqm3whgnZU,qIqm3whgnZU.wav,data/qIqm3whgnZU.wav,"Most poor countries are organized in ways which block people's incentives and block people's opportunities. And that's what creates poverty. What is this? This is a patent. It was taken out by Thomas Edison in 1880, who invented the light bulb. So Edison had an invention. And what did he do? He took out a patent. The patent protected his intellectual property rights. It stopped people from copying his idea. And that created incentives for people to innovate. In the United States, in the late 18th century, political power was sufficiently broadly distributed in society that you couldn't have some oligarchized patent system. You couldn't have a patent system where Thomas Jefferson could decide, you know, hmm, maybe you get a patent and maybe you don't. Maybe I'll give you a patent, but I don't like your face. You're not getting a patent. That wasn't possible, given how democratic U.S. society was at the time. So one thing which is important about creating these inclusions was the distribution of political power in society."
XYafUpDCu5Y,XYafUpDCu5Y.wav,data/XYafUpDCu5Y.wav,"If you look at the number of housing units permitted in California over the last, say, 40 years, it's basically a staircase down. You have higher permitting in the 1980s than in parts of the 1990s, higher permitting in the 1990s than in parts of the 2000s, and then it eventually just peters away. At some point in the last 50 to 60 years, something changed in the way these cities treated housing supply. You saw a proliferation of zoning, for example, single-family zoning. But even more importantly, you had a revolution of laws and customs that allowed neighbors to decide what could and couldn't be built around them. This is around the time that you have the rise of the so-called NIMBY movement, Not In My Backyard. And they blocked development in San Francisco and Los Angeles and New York and Boston. They found ways to essentially tie up the housing supply to the housing supply. And they found ways to essentially tie up the new development projects in so much red tape that it made it impossible for developers, whether in the private sector or for public housing, to enter markets and say, we're excited about building affordably. And as a result, you just had buildings slow down. This is a world in which we've essentially given ourselves the tools to stop the construction of the most important product in American lives in the places where Americans often most want to move. And that's the world we're in. And that's the world we're in. And that's the world we're in. And that's the world we're in. And that's the world we're in. And that's the world we're in."
adza_PZiBNA,adza_PZiBNA.wav,data/adza_PZiBNA.wav,"I was born with a rare visual condition called achromatopsia, which is total color blindness. Instead of seeing color, I can hear color. This electronic eye, it's a color sensor that detects the color frequency in front of me and sends this frequency to a chip installed at the back of my head, and I hear the color in front of me through the bone, through bone conduction. This is the sound of purple. This is the sound of grass. This is red, like Ted. Life has changed dramatically since I hear color. I can listen to a Picasso, for example. So it's like going to a concert hall because I can listen to the paintings. And supermarkets, I find this is very shocking, very, very attractive to walk along a supermarket. It's like going to a nightclub. It's full of different melodies. Especially the aisle with Cleo. Cleo, the guy who plays Cleo. Cleo, the guy who plays Cleo. Cleo, the guy who plays Cleo. And cleaning products, it's just fabulous. Cleo, the guy who plays Cleo."
1hDv9XJQxF8,1hDv9XJQxF8.wav,data/1hDv9XJQxF8.wav,"Dr. William Bernstein is a neurologist and investor, and he said, learn to control your limbic system or else you will die poor. That's a pretty strong statement, but it comes from somebody who studied this over the past few decades. And our inability to manage our emotions, our sense of greed and panic often leads us to bad decisions. We look at the history of markets. They're down 5% twice a year. They're down 10% two out of every three years, and they're down 20% fairly regularly. If you respond to every time the market twitches, you're going to prevent your portfolio from compounding over time. You know, the old joke on the trading desk was don't just do something, sit there. Meaning don't follow every Twitch, every news story, every TikTok, every Instagram. Don't interfere with your portfolio. Listen up, no foreign becoming a foreign member to another. Now, as we focus on the low end, we find that Australia up to half the market is still achieving relatively low market value, all with manyaring longstanding trade vlogs. We begin seeing a slow start week after week. And of course, there's a means the supplier everybody wants it, but they don't. Nobody wants it. They are the first label to double down and trade when it is just too checked. You're going to be shape them pretty crisp pocket."
ai51iK5X1B8,ai51iK5X1B8.wav,data/ai51iK5X1B8.wav,"What if we already have the technology needed to build a cleaner energy future, but we just haven't been using it that way? Traditional oil and gas companies have spent the last 100 years perfecting an engineering technique called horizontal drilling, essentially drilling sideways into Earth's layers to pull out oil and gas that we use for everyday needs. And that same technology can be used to tap into geothermal energy, a heat source stored even deeper into Earth's layers. It's cleaner, it's cleaner, and can store 50,000 times more energy than oil and gas. In her TED Talk, Cindy Taff, a former oil and gas executive, explains that this isn't some futuristic dream. It's actually happening right now. This is footage from our energy storage facility, which is actually built at a coal plant. This coal plant is delivering people electricity 24 hours a day, and they are making electricity from the coal plant. And they are making electricity from the coal plant. And they are making a bold move to solar. Without our energy storage facility, they're not able to make that move because solar alone cannot replace that power 24 hours a day. So there you have it. If we use the existing fossil fuel infrastructure to drill for heat instead of oil, we can actually reach our goal of a cleaner energy future by 2050 even more quickly."
FiQ2XtAYQsw,FiQ2XtAYQsw.wav,data/FiQ2XtAYQsw.wav,"I said the surest way to fail in life is to set a goal. The only way to fail in life is to set a goal. Maybe you have the goal of reading a certain amount of books in a year. You've become a much more proficient reader, but you didn't hit your goal. Maybe you had a goal of making a certain amount of money for your business. You are a thriving entrepreneur, but you didn't hit your goal. Think about anything you've ever failed at, maybe relationally, occupationally, educationally, that marriage had ended in divorce. You didn't get into that college that you wanted to. You didn't pass the MCAT. You didn't pass the LSAT. Whatever the case may be, it was all tethered to a goal. A goal by its definition, it is focused on an ending, which means inherently a goal is limiting. So what do I suggest we do instead? Here it is. You have an objective with no limitations. Now I know what you're thinking, Acho, that's semantics. No. The small difference will have a huge impact in your life. Objective. Effort aimed in a direction. I'm not saying don't achieve. I'm saying achieve limitlessly. Let go of the captivity of goal setting and achieve all you actually have to achieve. The goal that you achieve, it's actually the penalty that you receive for having set that goal in the first place."
-HcMw_DFsYY,-HcMw_DFsYY.wav,data/-HcMw_DFsYY.wav,"You can fit a million Earths inside the Sun. So how do we conceive of that? The radius is something like 100 times the radius of the Earth. That means that if you got on a passenger aircraft, I think something like a year to fly around the Sun in a passenger aircraft. It becomes inconceivable. And the Sun's quite a small star. So then we start to think of bigger distances. So the most distant object we built, the Voyager 1 spacecraft, is now well over 150 astronomical units from the Earth, 150 times the distance from the Earth to the Sun. What does that mean? It takes light over 22 hours to reach it. So a signal at the speed of light. And that's just about, by some definition, the edge of our solar system. So 22 hours, just about a day for light to go to the most distant object we are in communication with, which has been flying since the 1970s."
fzp19T_Xsxw,fzp19T_Xsxw.wav,data/fzp19T_Xsxw.wav,"the most important decision any leader makes, whether or not the country should go to war. Some characteristics matter more than others, and one in particular that seems to make a difference is people that have served in the military, but have not seen combat. Look at all the people that have had this in common, from Kaiser Wilhelm II, who started World War I, to Libyan dictator, Gaddafi. Those with military service, but not combat experience, have had all of the positive socialization associated with being in the military, but none of the negatives of actually seeing, facing the risk of death, or seeing friends die on the battlefield. Note that this model does not apply to all leaders. In the upper left-hand corner, you have Jimmy Carter, far from someone we think of as the most aggressive American president. Biography is not destiny, but it certainly shapes our behavior, and we can be more informed citizens and make smarter choices by learning more about our candidates and trying to use that to understand the way they're likely to behave when they enter office."
